CUSTOMER_ID,DATA_KNOWN,GENDER,AGE,TARIFF,DROPPED_CALLS,HANDSET,PEAK_MINS,PEAK_RATE,BILL_PEAK,OFFPEAK_MINS,OFFPEAK_RATE,BILL_OFFPEAK,GADGET_A,GADGET_B,GADGET_C,GADGET_D,GADGET_A_REVENUES,GADGET_B_REVENUES,GADGET_C_REVENUES,GADGET_D_REVENUES,HAS_CHURNED,RETENTION
K229850,yes,Male,32,Play 100,1,S50,93,25,23,178,5,9,F,F,F,F,0,0,0,0,Yes,No
K229860,yes,Male,38,Play 100,2,BS110,174,25,44,251,5,13,F,F,F,F,0,0,0,0,Yes,No
K229870,yes,Male,23,Play 100,1,BS110,77,25,19,33,5,2,F,F,F,F,0,0,0,0,Yes,No
K229880,yes,Male,37,Play 100,8,BS110,38,25,9,308,5,15,F,F,F,F,0,0,0,0,Yes,No
K229890,yes,Female,49,Play 100,0,S50,69,25,17,59,5,3,F,F,F,F,0,0,0,0,Yes,No
K229900,yes,Male,36,Play 100,0,BS110,188,25,47,172,5,9,T,T,T,T,10,18,30,39,Yes,No
K229910,yes,Male,21,Play 100,11,S50,105,25,26,287,5,14,T,T,F,F,13,25,0,0,Yes,No
K229920,yes,Female,16,Play 100,1,S50,112,25,28,227,5,11,F,F,T,F,0,0,31,0,Yes,No
K229930,yes,Female,34,Play 100,1,BS110,142,25,36,181,5,9,T,T,T,T,7,19,28,44,Yes,No
K229940,yes,Male,19,Play 100,10,S50,164,25,41,254,5,13,F,F,F,F,0,0,0,0,Yes,No
K229950,yes,Male,14,Play 100,2,S50,105,25,26,147,5,7,T,T,T,T,10,18,32,39,Yes,No
K229960,yes,Male,20,Play 100,1,BS110,175,25,44,197,5,10,F,T,T,T,0,24,29,40,Yes,No
K229970,yes,Male,16,Play 100,1,S50,170,25,43,185,5,9,T,F,T,F,9,0,28,0,Yes,No
K229980,yes,Female,46,Play 100,1,S50,82,25,21,157,5,8,F,F,F,F,0,0,0,0,Yes,No
K229990,yes,Male,27,Play 100,1,S50,109,25,27,241,5,12,T,F,T,T,8,0,30,37,Yes,No
K230000,yes,Male,23,Play 100,1,BS110,158,25,40,193,5,10,T,T,T,T,10,22,30,39,Yes,No
K230010,yes,Female,49,Play 100,0,BS110,142,25,36,168,5,8,F,F,F,F,0,0,0,0,Yes,No
K230020,yes,Female,21,Play 100,1,S50,203,25,51,234,5,12,T,T,T,T,5,19,28,43,Yes,No
K230030,yes,Female,19,Play 100,1,S50,127,25,32,212,5,11,T,T,T,F,10,20,29,0,Yes,No
K230040,yes,Female,20,Play 100,0,S50,98,25,25,90,5,4,F,F,F,F,0,0,0,0,Yes,No
K230050,yes,Female,17,Play 100,1,S50,214,25,53,190,5,9,F,F,T,F,0,0,33,0,Yes,No
K230060,yes,Female,22,Play 100,2,BS110,79,25,20,126,5,6,F,F,F,F,0,0,0,0,Yes,No
K230070,yes,Male,46,Play 100,2,BS110,46,25,12,160,5,8,F,F,F,F,0,0,0,0,Yes,No
K230080,yes,Female,46,Play 100,1,S50,177,25,44,214,5,11,F,F,F,F,0,0,0,0,Yes,No
K230090,yes,Female,38,Play 100,0,BS110,189,25,47,128,5,6,F,F,F,F,0,0,0,0,Yes,No
K230100,yes,Female,26,Play 100,1,S50,50,25,13,365,5,18,F,F,F,F,0,0,0,0,Yes,No
K230110,yes,Male,18,Play 100,2,S50,67,25,17,361,5,18,F,F,F,F,0,0,0,0,Yes,No
K230120,yes,Male,38,Play 100,9,S50,184,25,46,101,5,5,F,F,F,F,0,0,0,0,Yes,No
K230130,yes,Male,29,Play 100,2,S50,52,25,13,259,5,13,F,F,F,F,0,0,0,0,Yes,No
K230140,yes,Male,23,Play 100,7,S50,84,25,21,153,5,8,F,F,F,F,0,0,0,0,Yes,No
K230150,yes,Female,34,Play 100,0,S50,56,25,14,85,5,4,F,F,F,F,0,0,0,0,Yes,No
K230160,yes,Female,19,Play 100,8,S50,110,25,28,49,5,2,T,T,F,T,7,20,0,41,Yes,No
K230170,yes,Male,46,Play 100,1,BS110,114,25,29,205,5,10,F,F,F,T,0,0,0,38,Yes,No
K230180,yes,Male,30,Play 100,2,BS110,66,25,17,293,5,15,F,F,F,F,0,0,0,0,No,Yes
K230190,yes,Male,19,Play 100,2,S50,77,25,19,65,5,3,F,F,F,F,0,0,0,0,Yes,No
K230200,yes,Female,20,Play 100,1,BS110,45,25,11,158,5,8,T,F,F,T,10,0,0,40,Yes,No
K230210,yes,Female,25,Play 100,8,S50,58,25,15,393,5,20,T,F,F,F,12,0,0,0,Yes,No
K230220,yes,Female,45,Play 100,2,S50,100,25,25,267,5,13,F,F,F,F,0,0,0,0,No,Yes
K230230,yes,Female,38,Play 100,1,S50,62,25,16,104,5,5,F,F,F,F,0,0,0,0,Yes,No
K230240,yes,Female,12,Play 100,0,S50,140,25,35,226,5,11,F,F,F,F,0,0,0,0,Yes,No
K230250,yes,Male,50,Play 100,2,BS110,65,25,16,374,5,19,T,T,F,F,9,22,0,0,Yes,No
K230260,yes,Female,29,Play 100,10,BS110,68,25,17,220,5,11,F,F,F,F,0,0,0,0,Yes,No
K230270,yes,Male,13,Play 100,6,BS110,128,25,32,160,5,8,T,T,F,T,6,20,0,36,Yes,No
K230280,yes,Female,20,Play 100,2,S50,40,25,10,191,5,10,F,F,F,T,0,0,0,37,Yes,No
K230290,yes,Male,31,Play 100,1,BS110,47,25,12,125,5,6,T,T,T,T,14,21,29,37,Yes,No
K230300,yes,Male,21,Play 100,0,BS110,51,25,13,152,5,8,T,T,T,F,10,18,33,0,Yes,No
K230310,yes,Female,34,Play 100,2,BS110,133,25,33,133,5,7,T,T,T,F,10,23,31,0,Yes,No
K230320,yes,Female,68,Play 100,0,BS110,74,25,19,89,5,4,F,F,F,F,0,0,0,0,Yes,No
K230330,yes,Male,21,Play 100,0,S50,60,25,15,185,5,9,F,F,F,F,0,0,0,0,Yes,No
K230340,yes,Female,52,Play 100,0,S50,74,25,18,141,5,7,F,T,T,F,0,19,28,0,Yes,No
K230350,yes,Female,27,Play 100,0,S50,43,25,11,186,5,9,F,F,F,F,0,0,0,0,Yes,No
K230360,yes,Male,30,Play 100,1,S50,44,25,11,203,5,10,F,F,F,F,0,0,0,0,No,Yes
K230370,yes,Female,21,Play 100,4,S50,72,25,18,293,5,15,F,F,F,F,0,0,0,0,Yes,No
K230380,yes,Male,32,Play 100,1,BS110,60,25,15,98,5,5,F,F,F,F,0,0,0,0,Yes,No
K230390,yes,Male,25,Play 100,1,BS110,47,25,12,142,5,7,F,F,F,F,0,0,0,0,Yes,No
K230400,yes,Female,19,Play 100,0,S50,137,25,34,64,5,3,F,F,T,F,0,0,27,0,Yes,No
K230410,yes,Male,22,Play 100,5,S50,142,25,35,165,5,8,T,T,F,T,5,17,0,36,Yes,No
K230420,yes,Female,16,Play 100,6,BS110,167,25,42,0,5,0,F,F,F,F,0,0,0,0,Yes,No
K230430,yes,Male,50,Play 100,1,BS110,232,25,58,254,5,13,F,F,F,F,0,0,0,0,Yes,No
K230440,yes,Male,43,Play 100,2,S50,91,25,23,101,5,5,F,F,F,F,0,0,0,0,Yes,No
K230450,yes,Female,15,Play 100,1,S50,223,25,56,187,5,9,T,F,T,T,11,0,29,37,Yes,No
K230460,yes,Male,34,Play 100,1,S50,67,25,17,172,5,9,F,T,T,T,0,20,28,39,Yes,No
K230470,yes,Female,45,Play 100,0,BS110,101,25,25,113,5,6,F,F,F,F,0,0,0,0,Yes,No
K230480,yes,Female,13,Play 100,0,BS110,80,25,20,80,5,4,F,F,F,F,0,0,0,0,Yes,No
K230490,yes,Male,49,Play 100,2,S50,61,25,15,98,5,5,T,F,F,T,12,0,0,35,Yes,No
K230500,yes,Male,23,Play 100,2,BS110,117,25,29,74,5,4,F,F,F,F,0,0,0,0,Yes,No
K230510,yes,Male,40,Play 100,0,S50,165,25,41,278,5,14,F,F,F,F,0,0,0,0,Yes,No
K230520,yes,Female,44,Play 100,2,BS110,166,25,42,148,5,7,F,F,F,F,0,0,0,0,Yes,No
K230530,yes,Female,22,Play 100,0,S50,113,25,28,213,5,11,F,F,F,F,0,0,0,0,Yes,No
K230540,yes,Male,42,Play 100,2,BS110,71,25,18,257,5,13,T,F,F,F,7,0,0,0,Yes,No
K230550,yes,Female,28,Play 100,7,S50,76,25,19,143,5,7,T,T,T,T,9,26,35,37,Yes,No
K230560,yes,Male,24,Play 100,4,S50,148,25,37,294,5,15,F,F,F,F,0,0,0,0,No,Yes
K230570,yes,Male,45,Play 100,3,BS110,50,25,13,122,5,6,F,F,F,F,0,0,0,0,Yes,No
K230580,yes,Male,27,Play 100,0,S50,104,25,26,300,5,15,T,T,T,T,11,20,31,41,Yes,No
K230590,yes,Male,52,Play 100,3,BS110,72,25,18,159,5,8,T,T,T,T,11,21,28,41,Yes,No
K230600,yes,Male,45,Play 100,2,S50,89,25,22,295,5,15,F,F,F,F,0,0,0,0,Yes,No
K230610,yes,Male,25,Play 100,0,S50,53,25,13,170,5,9,T,T,T,T,7,20,34,40,Yes,No
K230620,yes,Female,31,Play 100,2,S50,44,25,11,166,5,8,F,F,F,F,0,0,0,0,Yes,No
K230630,yes,Female,30,Play 100,1,BS110,203,25,51,208,5,10,T,F,F,F,7,0,0,0,Yes,No
K230640,yes,Female,44,Play 100,9,S50,92,25,23,105,5,5,F,T,F,T,0,23,0,42,No,Yes
K230650,yes,Male,13,Play 100,8,S50,157,25,39,149,5,7,F,F,F,F,0,0,0,0,Yes,No
K230660,yes,Female,19,Play 100,1,BS110,121,25,30,375,5,19,T,T,T,T,8,24,29,42,Yes,No
K230670,yes,Male,24,Play 100,3,BS110,53,25,13,308,5,15,F,F,F,F,0,0,0,0,Yes,No
K230680,yes,Male,21,Play 100,2,S50,151,25,38,303,5,15,T,T,T,F,12,18,31,0,Yes,No
K230690,yes,Female,20,Play 100,0,S50,67,25,17,142,5,7,F,F,F,F,0,0,0,0,Yes,No
K230700,yes,Male,39,Play 100,1,BS110,87,25,22,85,5,4,F,T,T,F,0,21,29,0,Yes,No
K230710,yes,Male,27,Play 100,1,S50,24,25,6,389,5,19,F,F,F,F,0,0,0,0,Yes,No
K230720,yes,Female,41,Play 100,1,BS110,174,25,44,280,5,14,F,F,F,F,0,0,0,0,Yes,No
K230730,yes,Male,27,Play 100,2,BS110,100,25,25,109,5,5,F,F,F,F,0,0,0,0,Yes,No
K230740,yes,Female,23,Play 100,0,S50,42,25,11,152,5,8,F,F,F,F,0,0,0,0,Yes,No
K230750,yes,Female,27,Play 100,6,BS110,154,25,38,129,5,6,F,F,F,F,0,0,0,0,Yes,No
K230760,yes,Female,13,Play 100,2,S50,95,25,24,294,5,15,F,F,T,T,0,0,31,42,Yes,No
K230770,yes,Male,39,Play 100,4,S50,92,25,23,19,5,1,F,F,F,F,0,0,0,0,Yes,No
K230780,yes,Male,23,Play 100,2,S50,98,25,25,185,5,9,F,F,F,F,0,0,0,0,Yes,No
K230790,yes,Male,35,Play 100,11,S50,126,25,32,223,5,11,F,F,F,F,0,0,0,0,Yes,No
K230800,yes,Male,24,Play 100,0,S50,94,25,24,251,5,13,F,F,T,F,0,0,29,0,Yes,No
K230810,yes,Male,23,Play 100,1,S50,109,25,27,106,5,5,F,F,F,F,0,0,0,0,Yes,No
K230820,yes,Female,46,Play 100,0,BS110,98,25,25,256,5,13,F,F,F,F,0,0,0,0,Yes,No
K230830,yes,Female,62,Play 100,0,BS110,136,25,34,207,5,10,F,F,F,F,0,0,0,0,Yes,No
K230840,yes,Male,43,Play 100,8,BS110,106,25,27,112,5,6,F,F,F,F,0,0,0,0,Yes,No
K230850,yes,Female,18,Play 100,1,S50,103,25,26,41,5,2,F,F,F,F,0,0,0,0,Yes,No
K230860,yes,Female,36,Play 100,4,BS110,99,25,25,101,5,5,F,F,F,F,0,0,0,0,No,Yes
K230870,yes,Female,27,Play 100,1,S50,127,25,32,106,5,5,T,T,F,T,10,17,0,40,Yes,No
K230880,yes,Female,43,Play 100,1,S50,84,25,21,231,5,12,F,F,F,F,0,0,0,0,Yes,No
K230890,yes,Female,14,Play 100,2,S50,110,25,27,183,5,9,F,F,F,F,0,0,0,0,Yes,No
K230900,yes,Male,19,Play 100,2,BS110,113,25,28,242,5,12,F,F,F,T,0,0,0,42,Yes,No
K230910,yes,Male,54,Play 100,2,S50,49,25,12,334,5,17,F,F,F,F,0,0,0,0,Yes,No
K230920,yes,Male,12,Play 100,1,BS110,51,25,13,231,5,12,T,T,T,F,8,20,33,0,Yes,No
K230930,yes,Male,29,Play 100,1,BS110,181,25,45,250,5,12,T,T,T,F,11,18,28,0,Yes,No
K230940,yes,Female,21,Play 100,1,S50,67,25,17,126,5,6,F,F,F,F,0,0,0,0,Yes,No
K230950,yes,Female,42,Play 100,1,BS110,88,25,22,340,5,17,T,T,T,T,7,17,32,39,No,Yes
K230960,yes,Female,44,Play 100,0,BS110,67,25,17,338,5,17,F,F,F,F,0,0,0,0,Yes,No
K230970,yes,Male,73,Play 100,0,S50,127,25,32,301,5,15,F,F,F,F,0,0,0,0,Yes,No
K230980,yes,Female,21,Play 100,2,BS110,88,25,22,85,5,4,F,F,F,T,0,0,0,39,Yes,No
K230990,yes,Male,53,Play 100,2,BS110,176,25,44,144,5,7,T,T,T,T,15,17,28,41,Yes,No
K231000,yes,Male,29,Play 100,0,BS110,106,25,27,281,5,14,F,F,F,F,0,0,0,0,Yes,No
K231010,yes,Male,41,Play 100,3,S50,85,25,21,77,5,4,F,F,F,F,0,0,0,0,Yes,No
K231020,yes,Male,51,Play 100,2,S50,98,25,25,156,5,8,T,F,T,T,10,0,30,38,Yes,No
K231030,yes,Male,25,Play 100,1,S50,86,25,22,72,5,4,T,F,F,F,11,0,0,0,Yes,No
K231040,yes,Female,27,Play 100,2,S50,86,25,21,321,5,16,F,F,F,F,0,0,0,0,Yes,No
K231050,yes,Male,40,Play 100,9,S50,79,25,20,39,5,2,F,F,F,F,0,0,0,0,No,Yes
K231060,yes,Female,25,Play 100,0,BS110,61,25,15,182,5,9,T,T,T,T,10,18,30,39,Yes,No
K231070,yes,Female,21,Play 100,4,S50,43,25,11,228,5,11,F,F,F,F,0,0,0,0,Yes,No
K231080,yes,Female,16,Play 100,0,BS110,79,25,20,295,5,15,F,F,F,F,0,0,0,0,Yes,No
K231090,yes,Female,51,Play 100,0,S50,66,25,17,135,5,7,T,F,F,T,11,0,0,32,Yes,No
K231100,yes,Female,15,Play 100,0,S50,54,25,14,170,5,8,F,F,F,F,0,0,0,0,Yes,No
K231110,yes,Male,41,Play 100,1,S50,27,25,7,152,5,8,F,F,F,F,0,0,0,0,Yes,No
K231120,yes,Female,32,Play 100,0,BS110,112,25,28,183,5,9,T,T,T,F,7,22,29,0,Yes,No
K231130,yes,Female,15,Play 100,1,S50,76,25,19,281,5,14,F,F,T,T,0,0,26,41,Yes,No
K231140,yes,Male,48,Play 100,1,BS110,158,25,39,160,5,8,T,F,F,F,10,0,0,0,Yes,No
K231150,yes,Male,22,Play 100,11,S50,212,25,53,210,5,11,T,F,T,T,9,0,30,40,Yes,No
K231160,yes,Female,31,Play 100,0,BS110,62,25,16,104,5,5,F,F,F,F,0,0,0,0,Yes,No
K231170,yes,Male,29,Play 100,2,BS110,92,25,23,77,5,4,F,F,F,F,0,0,0,0,Yes,No
K231180,yes,Female,33,Play 100,2,S50,36,25,9,317,5,16,F,F,F,F,0,0,0,0,Yes,No
K231190,yes,Female,21,Play 100,1,S50,71,25,18,158,5,8,F,F,F,F,0,0,0,0,Yes,No
K231200,yes,Male,40,Play 100,0,BS110,76,25,19,211,5,11,F,F,F,F,0,0,0,0,Yes,No
K231210,yes,Male,29,Play 100,2,S50,141,25,35,156,5,8,F,T,T,T,0,16,30,40,Yes,No
K231220,yes,Male,48,Play 100,2,BS110,146,25,37,161,5,8,F,F,F,F,0,0,0,0,Yes,No
K231230,yes,Male,32,Play 100,0,BS110,66,25,17,174,5,9,F,T,T,T,0,22,31,41,Yes,No
K231240,yes,Male,37,Play 100,2,BS110,65,25,16,343,5,17,F,T,T,T,0,25,32,44,Yes,No
K231250,yes,Male,39,Play 100,10,BS110,96,25,24,128,5,6,F,F,F,F,0,0,0,0,Yes,No
K231260,yes,Female,22,Play 100,6,S50,42,25,11,354,5,18,F,F,F,F,0,0,0,0,Yes,No
K231270,yes,Male,32,Play 100,1,BS110,77,25,19,300,5,15,F,F,F,F,0,0,0,0,Yes,No
K231280,yes,Female,41,Play 100,2,S50,41,25,10,237,5,12,F,F,F,F,0,0,0,0,Yes,No
K231290,yes,Female,27,Play 100,1,S50,71,25,18,236,5,12,T,T,T,F,10,19,28,0,Yes,No
K231300,yes,Male,34,Play 100,9,BS110,96,25,24,218,5,11,F,F,F,F,0,0,0,0,Yes,No
K231310,yes,Female,29,Play 100,2,S50,61,25,15,110,5,5,F,F,F,F,0,0,0,0,Yes,No
K231320,yes,Male,47,Play 100,1,S50,60,25,15,98,5,5,F,F,F,F,0,0,0,0,Yes,No
K231330,yes,Female,54,Play 100,1,S50,111,25,28,166,5,8,T,T,T,T,10,23,29,41,Yes,No
K231340,yes,Female,29,Play 100,0,S50,152,25,38,224,5,11,F,F,F,F,0,0,0,0,Yes,No
K231350,yes,Female,70,Play 100,8,S50,106,25,26,65,5,3,F,F,F,F,0,0,0,0,Yes,No
K231360,yes,Male,24,Play 100,2,BS110,221,25,55,150,5,8,F,F,T,F,0,0,29,0,Yes,No
K231370,yes,Female,43,Play 100,2,S50,94,25,24,274,5,14,F,F,F,F,0,0,0,0,Yes,No
K231380,yes,Female,29,Play 100,2,BS110,92,25,23,95,5,5,F,F,F,T,0,0,0,38,Yes,No
K231390,yes,Male,30,Play 100,9,S50,83,25,21,63,5,3,F,F,F,F,0,0,0,0,Yes,No
K231400,yes,Female,18,Play 100,2,BS110,129,25,32,249,5,12,F,F,F,F,0,0,0,0,Yes,No
K231410,yes,Male,38,Play 100,2,BS110,119,25,30,22,5,1,T,F,T,T,6,0,31,37,No,Yes
K231420,yes,Male,51,Play 100,0,BS110,82,25,20,273,5,14,F,T,T,F,0,16,34,0,Yes,No
K231430,yes,Female,17,Play 100,0,S50,170,25,43,299,5,15,T,T,T,T,10,18,30,41,Yes,No
K231440,yes,Male,53,Play 100,0,BS110,54,25,14,86,5,4,F,T,F,F,0,23,0,0,Yes,No
K231450,yes,Male,18,Play 100,2,BS110,92,25,23,95,5,5,F,F,F,F,0,0,0,0,Yes,No
K231460,yes,Female,23,Play 100,11,S50,75,25,19,338,5,17,F,F,F,F,0,0,0,0,Yes,No
K231470,yes,Female,21,Play 100,0,S50,63,25,16,61,5,3,T,T,T,T,6,22,29,39,No,Yes
K231480,yes,Female,35,Play 100,8,BS110,69,25,17,108,5,5,F,F,F,F,0,0,0,0,Yes,No
K231490,yes,Male,52,Play 100,0,BS110,63,25,16,61,5,3,F,F,T,F,0,0,32,0,Yes,No
K231500,yes,Male,28,Play 100,4,BS110,107,25,27,86,5,4,T,T,T,T,8,19,30,40,Yes,No
K231510,yes,Female,31,Play 100,2,S50,97,25,24,161,5,8,T,T,T,F,9,22,28,0,Yes,No
K231520,yes,Male,42,Play 100,0,S50,101,25,25,148,5,7,F,F,F,F,0,0,0,0,Yes,No
K231530,yes,Female,16,Play 100,3,S50,129,25,32,222,5,11,F,F,T,T,0,0,30,39,Yes,No
K231540,yes,Female,30,Play 100,1,S50,58,25,15,57,5,3,F,T,T,F,0,22,33,0,Yes,No
K231550,yes,Female,32,Play 100,1,BS110,68,25,17,331,5,17,F,F,F,F,0,0,0,0,Yes,No
K231560,yes,Male,32,Play 100,0,S50,62,25,16,342,5,17,F,F,F,F,0,0,0,0,Yes,No
K231570,yes,Female,47,Play 100,5,S50,118,25,29,253,5,13,T,F,T,T,8,0,33,41,Yes,No
K231580,yes,Female,40,Play 100,2,BS110,99,25,25,91,5,5,F,F,F,F,0,0,0,0,Yes,No
K231590,yes,Male,53,Play 100,2,S50,56,25,14,250,5,13,F,F,F,F,0,0,0,0,Yes,No
K231600,yes,Male,39,Play 100,0,BS110,169,25,42,172,5,9,F,F,F,F,0,0,0,0,Yes,No
K231610,yes,Male,42,Play 100,1,S50,80,25,20,235,5,12,T,T,T,T,7,23,31,38,Yes,No
K231620,yes,Female,35,Play 100,0,BS110,85,25,21,222,5,11,F,F,F,F,0,0,0,0,Yes,No
K231630,yes,Female,43,Play 100,1,BS110,88,25,22,47,5,2,F,F,F,F,0,0,0,0,Yes,No
K231640,yes,Female,39,Play 100,1,BS110,135,25,34,320,5,16,F,F,F,F,0,0,0,0,Yes,No
K231650,yes,Female,28,Play 100,2,BS110,105,25,26,369,5,18,F,F,F,F,0,0,0,0,Yes,No
K231660,yes,Female,18,Play 100,1,BS110,38,25,10,73,5,4,F,T,F,F,0,20,0,0,Yes,No
K231670,yes,Female,53,Play 100,11,BS110,130,25,32,135,5,7,F,F,F,F,0,0,0,0,Yes,No
K231680,yes,Female,45,Play 100,1,S50,88,25,22,211,5,11,T,T,T,F,10,21,29,0,Yes,No
K231690,yes,Male,12,Play 100,2,BS110,70,25,18,0,5,0,T,F,T,T,11,0,33,42,Yes,No
K231700,yes,Female,21,Play 100,9,BS110,110,25,27,257,5,13,F,F,F,F,0,0,0,0,Yes,No
K231710,yes,Female,19,Play 100,2,S50,77,25,19,30,5,1,F,T,T,F,0,19,31,0,Yes,No
K231720,yes,Male,23,Play 100,0,S50,133,25,33,239,5,12,T,T,T,T,11,19,31,44,Yes,No
K231730,yes,Male,21,Play 100,1,BS110,67,25,17,118,5,6,F,F,F,F,0,0,0,0,Yes,No
K231740,yes,Female,20,Play 100,1,S50,77,25,19,133,5,7,F,F,F,F,0,0,0,0,Yes,No
K231750,yes,Female,16,Play 100,11,BS110,38,25,9,395,5,20,T,F,F,T,13,0,0,39,Yes,No
K231760,yes,Male,14,Play 100,1,BS110,98,25,25,296,5,15,F,F,F,F,0,0,0,0,Yes,No
K231770,yes,Male,33,Play 100,1,BS110,95,25,24,66,5,3,T,F,F,F,8,0,0,0,Yes,No
K231780,yes,Female,27,Play 100,1,S50,91,25,23,131,5,7,T,T,F,T,6,19,0,37,Yes,No
K231790,yes,Male,27,Play 100,2,S50,92,25,23,364,5,18,F,F,F,F,0,0,0,0,Yes,No
K231800,yes,Male,35,Play 100,0,BS110,149,25,37,99,5,5,T,T,T,F,12,20,30,0,Yes,No
K231810,yes,Female,25,Play 100,0,S50,36,25,9,299,5,15,T,T,T,T,13,19,34,37,Yes,No
K231820,yes,Male,52,Play 100,3,BS110,98,25,25,144,5,7,T,T,T,T,5,17,28,39,Yes,No
K231830,yes,Female,42,Play 100,0,S50,88,25,22,261,5,13,F,F,F,F,0,0,0,0,Yes,No
K231840,yes,Male,19,Play 100,0,S50,161,25,40,258,5,13,F,F,F,F,0,0,0,0,Yes,No
K231850,yes,Female,46,Play 100,0,S50,209,25,52,198,5,10,T,T,T,F,5,18,29,0,Yes,No
K231860,yes,Male,14,Play 100,0,BS110,151,25,38,195,5,10,F,F,F,F,0,0,0,0,Yes,No
K231870,yes,Female,24,Play 100,11,BS110,85,25,21,219,5,11,F,F,F,F,0,0,0,0,Yes,No
K231880,yes,Male,15,Play 100,0,S50,50,25,13,213,5,11,F,F,F,F,0,0,0,0,Yes,No
K231890,yes,Female,21,Play 100,3,S50,81,25,20,44,5,2,F,F,F,F,0,0,0,0,Yes,No
K231900,yes,Male,49,Play 100,0,BS110,99,25,25,274,5,14,F,F,F,F,0,0,0,0,Yes,No
K231910,yes,Male,27,Play 100,0,BS110,49,25,12,18,5,1,F,T,T,T,0,16,31,38,Yes,No
K231920,yes,Male,33,Play 100,3,BS110,71,25,18,149,5,7,F,T,F,F,0,20,0,0,Yes,No
K231930,yes,Female,30,Play 100,1,S50,44,25,11,208,5,10,F,F,F,F,0,0,0,0,Yes,No
K231940,yes,Female,16,Play 100,3,BS110,148,25,37,325,5,16,T,F,T,T,8,0,30,42,Yes,No
K231950,yes,Female,30,Play 100,2,S50,139,25,35,167,5,8,F,F,F,F,0,0,0,0,Yes,No
K231960,yes,Male,29,Play 100,2,BS110,72,25,18,288,5,14,T,T,T,F,9,17,27,0,Yes,No
K231970,yes,Female,20,Play 100,0,S50,40,25,10,214,5,11,F,F,F,F,0,0,0,0,No,Yes
K231980,yes,Male,44,Play 100,1,S50,7,25,2,170,5,8,F,F,F,T,0,0,0,38,Yes,No
K231990,yes,Male,41,Play 100,10,BS110,99,25,25,205,5,10,F,F,F,F,0,0,0,0,Yes,No
K232000,yes,Male,29,Play 100,7,S50,113,25,28,167,5,8,F,F,F,F,0,0,0,0,Yes,No
K232010,yes,Female,16,Play 100,7,S50,50,25,12,355,5,18,F,F,F,F,0,0,0,0,No,Yes
K232020,yes,Male,14,Play 100,2,BS110,53,25,13,338,5,17,F,F,F,F,0,0,0,0,Yes,No
K232030,yes,Male,51,Play 100,1,BS110,115,25,29,275,5,14,F,F,F,F,0,0,0,0,No,Yes
K232040,yes,Male,21,Play 100,1,BS110,85,25,21,112,5,6,F,F,F,F,0,0,0,0,Yes,No
K232050,yes,Female,40,Play 100,8,S50,183,25,46,165,5,8,F,T,F,F,0,25,0,0,Yes,No
K232060,yes,Female,57,Play 100,2,S50,196,25,49,239,5,12,T,T,T,T,9,23,28,43,Yes,No
K232070,yes,Male,24,Play 100,9,BS110,128,25,32,75,5,4,F,T,F,F,0,17,0,0,Yes,No
K232080,yes,Female,71,Play 100,0,BS110,131,25,33,181,5,9,T,T,T,F,14,23,28,0,Yes,No
K232090,yes,Male,27,Play 100,4,BS110,149,25,37,218,5,11,F,F,F,F,0,0,0,0,Yes,No
K232100,yes,Female,35,Play 100,2,S50,92,25,23,95,5,5,F,F,F,F,0,0,0,0,Yes,No
K232110,yes,Male,33,Play 100,2,S50,66,25,17,118,5,6,T,T,F,T,8,16,0,38,Yes,No
K232120,yes,Female,29,Play 100,1,BS110,136,25,34,105,5,5,F,F,F,F,0,0,0,0,Yes,No
K232130,yes,Male,62,Play 100,1,S50,86,25,21,261,5,13,F,T,T,T,0,23,29,41,Yes,No
K232140,yes,Male,16,Play 100,0,S50,142,25,35,199,5,10,F,T,F,T,0,23,0,40,Yes,No
K232150,yes,Female,17,Play 100,1,BS110,62,25,16,191,5,10,T,F,F,F,9,0,0,0,Yes,No
K232160,yes,Male,50,Play 100,9,BS110,92,25,23,66,5,3,F,T,T,T,0,14,29,41,Yes,No
K232170,yes,Female,17,Play 100,2,S50,149,25,37,231,5,12,T,T,T,T,10,23,28,40,Yes,No
K232180,yes,Female,25,Play 100,1,S50,220,25,55,239,5,12,F,F,F,F,0,0,0,0,Yes,No
K232190,yes,Male,17,Play 100,1,BS110,185,25,46,200,5,10,T,F,F,F,11,0,0,0,Yes,No
K232200,yes,Female,34,Play 100,4,BS110,63,25,16,61,5,3,F,F,F,F,0,0,0,0,Yes,No
K232210,yes,Male,32,Play 100,11,BS110,85,25,21,110,5,5,F,F,F,F,0,0,0,0,Yes,No
K232220,yes,Male,41,Play 100,4,BS110,111,25,28,249,5,12,T,T,T,F,8,20,29,0,Yes,No
K232230,yes,Female,49,Play 100,1,BS110,127,25,32,107,5,5,T,T,T,T,6,17,24,38,Yes,No
K232240,yes,Male,16,Play 100,2,BS110,71,25,18,186,5,9,F,F,T,F,0,0,29,0,Yes,No
K232250,yes,Male,66,Play 100,2,BS110,97,25,24,225,5,11,F,F,F,F,0,0,0,0,Yes,No
K232260,yes,Female,26,Play 100,11,S50,103,25,26,180,5,9,F,F,F,F,0,0,0,0,Yes,No
K232270,yes,Female,19,Play 100,2,S50,148,25,37,152,5,8,F,F,F,F,0,0,0,0,Yes,No
K232280,yes,Male,18,Play 100,7,BS110,104,25,26,205,5,10,T,F,F,T,11,0,0,41,Yes,No
